"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2422661,"September 23, 2022",Illinois,Chicago,"9300 block of S Peoria St",0,1,N/A
2423967,"September 23, 2022",Washington,Auburn,"812 10th St NE",1,2,N/A
2422344,"September 22, 2022",Colorado,Aurora,"S Sable Blvd and Alameda Ave",0,1,N/A
2422190,"September 22, 2022",Wisconsin,Milwaukee,"N 60th St and W Villard Ave",0,1,N/A
2421599,"September 22, 2022",Pennsylvania,Philadelphia,"2000 block of N 22nd St",0,1,N/A
2421604,"September 22, 2022",Pennsylvania,Philadelphia,"2200 block of 27th St",0,1,N/A
2421229,"September 22, 2022",Illinois,Chicago,"4800 block of S Honore St",0,1,N/A
2422571,"September 22, 2022","District of Columbia",Washington,"4600 block of Hillside Rd SE",0,1,N/A
2421020,"September 21, 2022",Michigan,"Grand Rapids","Fair St SE and Jefferson Ave SE",0,1,N/A
2421058,"September 21, 2022","New York",Rochester,"Frost Ave",0,3,N/A
2421611,"September 21, 2022",Pennsylvania,Narberth,"300 block of Woodbine Ave",0,1,N/A
2421576,"September 21, 2022",Tennessee,Memphis,"Chelsea Ave and N McLean Blvd",0,2,N/A
2421496,"September 21, 2022",Wisconsin,Milwaukee,N/A,0,2,N/A
2420701,"September 21, 2022",Missouri,"Saint Louis","Union Blvd and Lilian Ave",0,1,N/A
2435913,"September 21, 2022",Illinois,Chicago,"5200 block of S Lake Park Ave",1,1,N/A
2420898,"September 21, 2022",Ohio,Cincinnati,"Rutledge Ave and Glenway Ave",0,1,N/A
2421234,"September 21, 2022",Illinois,Chicago,"3800 block of W Gladys Ave",1,1,N/A
2421137,"September 21, 2022",Pennsylvania,Philadelphia,"700 block of E Clearfield St",0,3,N/A
2421121,"September 21, 2022",California,"Apple Valley","Kiamichi Rd and Broken Bow Rd",0,1,N/A
2421585,"September 21, 2022",Tennessee,Memphis,"E Shelby Dr",0,1,N/A
2421646,"September 20, 2022",Texas,Poolville,"900 block of Loggins Trail",0,2,N/A
2422938,"September 20, 2022","New Jersey","Asbury Park","1500 block of Asbury Ave",0,3,N/A
2420693,"September 20, 2022",Minnesota,Mankato,"1351 S Riverfront Dr",0,1,N/A
2419613,"September 20, 2022",Texas,Tyler,"2600 block of N Broadway",0,1,N/A
2419902,"September 20, 2022",Georgia,"Stone Mountain","Pennybrook Ln and Rockbridge Rd SW",0,4,N/A
2420132,"September 19, 2022","South Dakota","Sioux Falls","Yukon Trl and N Olympia Dr",0,1,N/A
2419986,"September 19, 2022",California,Oakland,"2600 block of International Blvd",0,1,N/A
2419021,"September 19, 2022",Mississippi,Vicksburg,N/A,0,1,N/A
2419862,"September 19, 2022",Ohio,Columbus,"Cable Ave and Rodgers Ave",0,1,N/A
2419555,"September 19, 2022",Texas,Amarillo,"3301 SE 10th Ave",0,4,N/A
2419704,"September 19, 2022","New York",Brooklyn,"Ocean Ave and E Lake Dr",0,1,N/A
2418766,"September 19, 2022",Ohio,Columbus,"Westerville Rd",0,1,N/A
2419432,"September 19, 2022",Texas,"Wichita Falls","3200 block of Glenwood Ave",0,1,N/A
2420734,"September 19, 2022",Georgia,Washington,"Baltimore Rd and Ashley Dr",1,1,N/A
2420468,"September 19, 2022",Florida,Felda,N/A,0,1,N/A
2419928,"September 19, 2022",Arizona,Phoenix,"I-17 and Thomas Rd",1,1,N/A
2417626,"September 18, 2022",Louisiana,"New Orleans","14600 block of Dwyer Rd",0,2,N/A
2419866,"September 18, 2022",Ohio,Columbus,"3000 block of E Main St",0,1,N/A
2417478,"September 18, 2022",Illinois,Chicago,"7200 block of S Artesian Ave",0,1,N/A
2417653,"September 18, 2022","North Carolina","Rocky Mount","1600 block of S Church St",0,2,N/A
2418411,"September 18, 2022",Illinois,Chicago,"7500 block of S Cottage Grove Ave",0,1,N/A
2417492,"September 18, 2022",Illinois,Chicago,"4400 block of S Wood St",0,1,N/A
2418241,"September 18, 2022",Washington,Renton,"3600 block of Lake Washington Blvd",0,2,N/A
2418232,"September 18, 2022",Kentucky,Louisville,"3200 block of Mid Dale Ln",0,1,N/A
2417386,"September 17, 2022",Texas,Katy,"21100 block of Bridgemeadows Ln",0,3,N/A
2417261,"September 17, 2022",Maryland,Baltimore,"1500 block of Ward Ct",0,1,N/A
2417977,"September 17, 2022",Missouri,"Saint Louis","1000 block of Hickory St",0,1,N/A
2417197,"September 17, 2022",Mississippi,Ridgeland,"1200 E County Line Rd",0,1,N/A
2416872,"September 17, 2022",Pennsylvania,Philadelphia,"N 16th St and Cecil B Moore Ave",0,3,N/A
2417448,"September 17, 2022",Montana,Billings,N/A,0,2,N/A
2416869,"September 17, 2022",Illinois,Chicago,"4300 block of N Troy St",0,1,N/A
2416849,"September 17, 2022",Illinois,Chicago,"2700 block of W 68th St",0,1,N/A
2417879,"September 17, 2022",Tennessee,Memphis,"4205 Ann Arbor Ct",0,2,N/A
2417017,"September 16, 2022",Illinois,Champaign,"2400 block of W Springfield Ave",0,1,N/A
2417248,"September 16, 2022",Alabama,Montgomery,"Woodpark Dr",0,1,N/A
2416656,"September 16, 2022",Texas,Houston,"200 block of W Airtex Blvd",1,1,N/A
2416460,"September 16, 2022",Pennsylvania,Philadelphia,"4700 block of B St",0,1,N/A
2418149,"September 16, 2022",Iowa,"Fort Dodge","2504 225th St",0,1,N/A
2416792,"September 16, 2022",Illinois,Chicago,"3000 block of W Wellington Ave",0,1,N/A
2416100,"September 15, 2022",Illinois,Chicago,"4319 W 47th St",0,3,N/A
2415484,"September 15, 2022",Ohio,Toledo,"1400 block of N Huron St",0,1,N/A
2416119,"September 15, 2022",Illinois,Chicago,"100 block of E 72nd St",0,1,N/A
2415473,"September 15, 2022","District of Columbia",Washington,"Fairmont St NW and Georgia Ave NW",0,1,N/A
2415894,"September 15, 2022",California,Oakland,"42nd Ave and International Blvd",0,3,N/A
2415020,"September 14, 2022",Kentucky,Lexington,"1840 Oxford Cir",0,1,N/A
2414895,"September 14, 2022",Kansas,"Kansas City","6100 block of Farrow Ave",0,3,N/A
2415234,"September 14, 2022",Pennsylvania,Pittsburgh,"2841 Centre Ave",0,2,N/A
2416281,"September 14, 2022",California,"Rancho Cucamonga","7100 block of Agate St",0,1,N/A
2414698,"September 14, 2022",Pennsylvania,Philadelphia,"2800 block of W Oxford St",0,3,N/A
2415518,"September 14, 2022",Illinois,"Rock Island","1200 block of 14th 1/2 St",0,2,N/A
2414789,"September 14, 2022",Illinois,Chicago,"3900 W Fillmore St",0,1,N/A
2415438,"September 14, 2022",Illinois,Chicago,"2200 block of S Keeler Ave",0,1,N/A
2415443,"September 14, 2022",Illinois,Chicago,"3000 block of N Knox Ave",0,2,N/A
2414051,"September 13, 2022",Tennessee,Antioch,"1300 block of Rural Hill Rd",0,1,N/A
2414370,"September 13, 2022","New York",Rochester,"Wooden St",0,1,N/A
2414020,"September 13, 2022",Kentucky,Lexington,"700 block of Florence Ave",0,1,N/A
2414916,"September 13, 2022","South Carolina",Cayce,"1900 block of Dunbar Rd",0,1,N/A
2413947,"September 13, 2022",Michigan,"Grand Rapids (Kentwood)","4500 block of Bowen Blvd SE",0,1,N/A
2416898,"September 13, 2022",Ohio,"Cleveland (Shaker Heights)","17000 block of Chagrin Blvd",0,1,N/A
2414313,"September 13, 2022",Illinois,Chicago,"1833 W 21st Pl",0,1,N/A
2413847,"September 13, 2022",Illinois,Chicago,"1130 S Troy St",0,1,N/A
2416069,"September 13, 2022",Arkansas,Jacksonville,"300 Marshall Rd",0,1,N/A
2415302,"September 13, 2022",Louisiana,"New Orleans","5700 block of Wingate Dr",0,1,N/A
2414235,"September 13, 2022",Kansas,"Kansas City","N 73rd Terrace and Parallel Pkwy",0,2,N/A
2415199,"September 13, 2022",Louisiana,Monroe,"2900 block of Renwick St",0,1,N/A
2413187,"September 12, 2022",Illinois,Rockford,"2211 Charles St",0,1,N/A
2413091,"September 12, 2022",Pennsylvania,York,N/A,0,1,N/A
2413081,"September 12, 2022","South Carolina",Columbia,"Sutters Mill Rd and Clemson Rd",0,1,N/A
2413056,"September 12, 2022",Missouri,"Saint Louis","4000 block of Palm St",0,2,N/A
2413818,"September 12, 2022",Ohio,Toledo,"4200 block of Royalton Rd",0,1,N/A
2412735,"September 12, 2022",Illinois,Chicago,N/A,0,1,N/A
2412712,"September 12, 2022",Illinois,Chicago,"7000 block of S Normal Ave",0,2,N/A
2413823,"September 12, 2022",Ohio,Wilmington,"100 block of Reba Dr",0,2,N/A
2414195,"September 12, 2022",Louisiana,Hammond,"Rufus Bankston Rd",1,1,N/A
2413031,"September 12, 2022",California,"San Bernardino","N Waterman Ave and E Baseline St",2,1,N/A
2412546,"September 11, 2022",Illinois,Chicago,"8400 block of S Parnell Ave",0,1,N/A
2412541,"September 11, 2022",Illinois,Chicago,"2500 block of W 70th St",0,1,N/A
2412485,"September 11, 2022",Illinois,Chicago,"W 81st St and S Racine Ave",0,1,N/A
2412478,"September 11, 2022",Illinois,Chicago,"S Langley Ave",0,1,N/A
2412403,"September 11, 2022",Ohio,Cleveland,"5600 block of Broadway Ave",0,3,N/A
2412164,"September 11, 2022","New Mexico","Santa Fe","Paseo Feliz",0,5,N/A
2411915,"September 11, 2022","New York",Rochester,"Iroquois St",1,1,N/A
2412308,"September 11, 2022",Texas,"San Antonio","Latigo Dr and Rawhide Ln",1,1,N/A
2413286,"September 11, 2022",Nevada,"Las Vegas","Palo Brea Dr and Villa Mirabella St",0,2,N/A
2412411,"September 11, 2022",Pennsylvania,Philadelphia,"58th St and Vine St",0,1,N/A
2413422,"September 11, 2022","New York",Rochester,"530 Webster Ave",1,1,N/A
2412606,"September 11, 2022",Louisiana,Rayne,"600 block of Crandal Ave",0,2,N/A
2411776,"September 10, 2022","New York","Corona (Queens)","149-30 85th Street",0,1,N/A
2412048,"September 10, 2022",Maryland,Baltimore,"1200 block of N Potomac St",0,2,N/A
2411951,"September 10, 2022","New Jersey","Jersey City","50 block of Lexington Ave",0,2,N/A
2411366,"September 10, 2022",Ohio,Columbus,"2556 N High St",0,1,N/A
2412671,"September 10, 2022",California,"San Diego","1093 E Mission Bay Dr",0,1,N/A
2413666,"September 10, 2022",Georgia,Moultrie,"Old Adel Rd",0,2,N/A
2412820,"September 10, 2022",Florida,Bradenton,"6th Ave",0,1,N/A
2412027,"September 10, 2022",Ohio,Columbus,"2200 block of Sagamore Rd",0,1,N/A
2411944,"September 10, 2022",Wisconsin,Milwaukee,"9th St and Hayes Ave",0,1,N/A
2411942,"September 10, 2022",Wisconsin,Milwaukee,"Groeling Ave and Teutonia Ave",0,1,N/A
2410755,"September 9, 2022",Wisconsin,Milwaukee,"W Locust St and N 24th Pl",0,1,N/A
2411021,"September 9, 2022","New York",Brooklyn,"Neptune Ave and Ocean Pkwy",0,1,N/A
2410857,"September 9, 2022",Georgia,Macon,"4100 block of Worsham Ave",0,1,N/A
2411709,"September 9, 2022",Georgia,Macon,"Dublin Ave and Forsyth Ave",0,2,N/A
2411621,"September 9, 2022",Iowa,"Cedar Rapids","4600 block of 1st Ave SW",0,1,N/A
2413068,"September 9, 2022",California,Rosamond,"Sandra Way and 20th St W",1,1,N/A
2411901,"September 9, 2022",Minnesota,Minneapolis,"328 W Broadway Ave",1,3,N/A
2411671,"September 9, 2022",Maryland,Baltimore,"900 block of St Charles Ave",0,1,N/A
2411482,"September 9, 2022",Pennsylvania,Philadelphia,"1700 block of N Woodstock St",0,1,N/A
2411364,"September 9, 2022",Ohio,Columbus,"1400 block of Brooks Ave",0,1,N/A
2411954,"September 9, 2022",Wisconsin,Racine,"High St and Blake Ave",0,1,N/A
2410855,"September 9, 2022",Tennessee,Memphis,"Park Ave and Getwell Rd",0,1,N/A
2409921,"September 8, 2022",Texas,Uvalde,"401 E Main St",0,3,N/A
2411137,"September 8, 2022",Louisiana,"New Orleans (Algiers)","Holmes Blvd",0,1,N/A
2410015,"September 8, 2022",Illinois,Peoria,"800 block of S Western Ave",0,1,N/A
2410805,"September 8, 2022",Oklahoma,"Oklahoma City","2100 block of N Jordan Ave",0,2,N/A
2409745,"September 8, 2022",Florida,Miami,"11100 block of NW 8th Ave",0,2,N/A
2410338,"September 8, 2022",Ohio,"Cleveland (Cleveland Heights)","3100 block of E Derbyshire Rd",0,1,N/A
2410537,"September 8, 2022",Pennsylvania,Philadelphia,"3100 block of Potter St",1,1,N/A
2410373,"September 8, 2022","District of Columbia",Washington,"2800 block of Buena Vista Terrace SE",0,2,N/A
2409845,"September 7, 2022",Texas,Lufkin,"Keltys St and Hosea Dolphus Sr Ave",0,1,N/A
2409752,"September 7, 2022",Florida,Hialeah,"W 51st Pl and W 12th Ave",0,2,N/A
2409228,"September 7, 2022",Colorado,Aurora,"2401 E Colfax Ave",0,2,N/A
2409672,"September 7, 2022",Maryland,Baltimore,"2200 block of Presstman St",0,1,N/A
2417153,"September 7, 2022",Colorado,Denver,"E Colfax Ave and Josephine St",0,2,N/A
2409250,"September 6, 2022",Colorado,Aurora,"1600 block of Boston St",0,1,N/A
2408313,"September 6, 2022",Illinois,Chicago,"4600 S Mozart St",0,2,N/A
2408941,"September 6, 2022",Illinois,Rockford,"Harrison Ave and Kishwaukee St",0,1,N/A
2408322,"September 6, 2022",Illinois,Rockford,"900 block of Haskell Aven",1,1,N/A
2408704,"September 6, 2022",Florida,"Fort Lauderdale","2500 block of NW 21st St",0,1,N/A
2408668,"September 6, 2022",Wisconsin,Milwaukee,"5400 block of Long Island Dr",0,1,N/A
2408649,"September 6, 2022",Illinois,Chicago,"2400 block of E 93rd St",0,2,N/A
2408645,"September 6, 2022",Illinois,Chicago,"6800 block of S Normal Blvd",0,1,N/A
2410384,"September 6, 2022",Oregon,Bend,"NW Skyliners Rd and NF-4606",0,1,N/A
2408543,"September 6, 2022",Missouri,"Saint Louis (Ferguson)","Glen Owen Dr",0,1,N/A
2407235,"September 5, 2022",Nebraska,Omaha,"29th St and S St",0,1,N/A
2407500,"September 5, 2022",California,Richmond,N/A,0,1,N/A
2407943,"September 5, 2022",Arizona,Phoenix,"4415 S 28th St",1,3,N/A
2408164,"September 5, 2022",Virginia,Norfolk,"1400 block of W 27th St",0,2,N/A
2407152,"September 5, 2022","South Carolina",Columbia,"1929 Bluff Rd",0,1,N/A
2407607,"September 5, 2022",Florida,Jacksonville,I-295,0,1,N/A
2407918,"September 5, 2022",Illinois,Joliet,"1800 block of McDonough St",1,1,N/A
2407804,"September 5, 2022",Michigan,Flint,"N Ballenger Hwy and Berkley St",0,2,N/A
2406852,"September 5, 2022",Pennsylvania,Philadelphia,"W Russell St and N 8th St",2,4,N/A
2407726,"September 5, 2022","District of Columbia",Washington,"1700 block of 7th St NW",0,2,N/A
2407732,"September 5, 2022",Maryland,Baltimore,"N Port St and E Madison St",0,1,N/A
2409904,"September 4, 2022",Texas,"Haltom City","5000 block of Stephanie Dr",0,3,N/A
2406656,"September 4, 2022",Florida,"Fort Lauderdale (Lauderdale Lakes)","3050 NW 41st St",0,4,N/A
2407017,"September 4, 2022",Ohio,Columbus,"1000 block of Mt Pleasant Ave",0,1,N/A
2406177,"September 4, 2022",Ohio,Columbus,"800 block of Greenfield Dr",0,3,N/A
2406275,"September 4, 2022",Indiana,Indianapolis,"3749 E Washington St",0,1,N/A
2406845,"September 4, 2022",Missouri,"Saint Louis","Washington Ave and Tucker Blvd",0,3,N/A
2406833,"September 4, 2022","District of Columbia",Washington,"500 block of Kennedy St NW",0,2,N/A
2406172,"September 4, 2022",Illinois,Chicago,"700 block of S Kostner Ave",0,1,N/A
2408494,"September 4, 2022",Nebraska,"Grand Island","710 W State St",0,1,N/A
2406727,"September 4, 2022",Pennsylvania,Philadelphia,N/A,0,1,N/A
2405920,"September 3, 2022",Illinois,Chicago,"3500 block of W Montrose Ave",0,1,N/A
2408353,"September 3, 2022","South Carolina",Pageland,"209 S Van Lingle Mungo Blvd",0,1,N/A
2406677,"September 3, 2022",California,Vista,"W Los Angeles Dr",0,1,N/A
2408265,"September 3, 2022","South Carolina",Columbia,"100 Lorick Cir",0,2,N/A
2405850,"September 3, 2022",Ohio,Akron,"700 block of Longview Ave",0,1,N/A
2405823,"September 3, 2022",Iowa,"Des Moines","6600 block of SE 5th St",0,1,N/A
2407185,"September 3, 2022",Virginia,Franklin,"1900 block of Harris St",0,1,N/A
2405801,"September 3, 2022",California,Tulare,"300 block of S Blackstone St",1,2,N/A
2406478,"September 3, 2022","District of Columbia",Washington,"1100 block of 3rd St SW",0,1,N/A
2406389,"September 3, 2022",Maryland,"Upper Marlboro (Largo)","800 Shoppers Way",0,2,N/A
2408952,"September 3, 2022",Indiana,Greenfield,"1100 block of W 7th St",0,1,N/A
2405859,"September 3, 2022",Maryland,"Capitol Heights","1428 Ritchie Rd",1,3,N/A
2406300,"September 3, 2022",Louisiana,Jeanerette,"600 block of Guillotte St",0,2,N/A
2406983,"September 3, 2022","North Carolina",Maxton,"Old Lumberton Rd",0,3,N/A
2406253,"September 3, 2022",Georgia,Atlanta,"Bouldercrest Ln",0,1,N/A
2406923,"September 3, 2022",Florida,Cocoa,"FL-520 and S Burnett Rd",0,3,N/A
2406106,"September 3, 2022","Rhode Island",Providence,"Richland St and Salmon St",0,1,N/A
2406072,"September 3, 2022","South Carolina",Charleston,"1385 Ashley River Rd",0,1,N/A
2406014,"September 3, 2022",Colorado,Denver,"1200 block of S Bellaire St",0,1,N/A
2405483,"September 2, 2022",Maryland,"Windsor Mill","Washington Ave and Liberty Rd",1,1,N/A
2405259,"September 2, 2022",California,Pittsburg,"Harbor St and Atlantic Ave",0,1,N/A
2405749,"September 2, 2022",Illinois,Springfield,"E Spruce St and S Pope Ave",0,1,N/A
2405104,"September 2, 2022",Colorado,Platteville,"US-85 and CO-60",0,1,N/A
2405564,"September 2, 2022","District of Columbia",Washington,"200 block of K St SW",0,1,N/A
2404493,"September 2, 2022",Florida,"Royal Palm Beach","10342 Fox Trail Rd S",0,1,N/A
2405305,"September 2, 2022",Illinois,Chicago,"7900 block of S Crandon Ave",0,1,N/A
2404134,"September 1, 2022",Michigan,Muskegon,"300 block of Amity Ave",1,1,N/A
2404518,"September 1, 2022",Iowa,Waterloo,"200 block of Park Rd",0,1,N/A
2404946,"September 1, 2022",Virginia,"Newport News","2200 block of Wickham Ave",0,1,N/A
2403969,"September 1, 2022",Georgia,Albany,"100 block of N Front St",0,2,N/A
2403951,"September 1, 2022",Illinois,Joliet,"400-block of E Benton St",0,2,N/A
2404789,"September 1, 2022",Pennsylvania,Harrisburg,"2600 block of N 6th St",0,1,N/A
2404951,"September 1, 2022",Connecticut,Manchester,"Dougherty St and McKee St",0,1,N/A
2404041,"September 1, 2022","North Carolina",Asheville,"Erskine Ave",0,1,N/A
2403105,"August 31, 2022",Pennsylvania,Pittsburgh,"100 block of Parkfield St",0,1,N/A
2403981,"August 31, 2022",Georgia,Tifton,"Woodlawn Ave",0,1,N/A
2403282,"August 31, 2022",Minnesota,Minneapolis,"626 W Broadway Ave",0,1,N/A
2403817,"August 31, 2022",Wisconsin,Madison,N/A,0,1,N/A
2402847,"August 31, 2022","District of Columbia",Washington,"4700 block of Alabama Ave SE",0,1,N/A
2402690,"August 31, 2022",Pennsylvania,Philadelphia,"1930 E Elkhart St",0,3,N/A
2403624,"August 31, 2022","New York",Syracuse,"200 block of Robinson St",0,1,N/A
2402728,"August 31, 2022",Pennsylvania,Philadelphia,"5100 block of Funston St",0,1,N/A
2402839,"August 31, 2022","District of Columbia",Washington,"Lee St NE and 45th St NE",0,2,N/A
2406793,"August 31, 2022","South Dakota","Sioux Falls","1800 block of E Fifth St",0,2,N/A
2402082,"August 30, 2022","New York",Rochester,"Ringle St",0,1,N/A
2402704,"August 30, 2022",Pennsylvania,Philadelphia,"28232 N Broad St",1,1,N/A
2402639,"August 30, 2022",Georgia,Sparta,"Shoals Rd",0,1,N/A
2401664,"August 30, 2022",Ohio,Columbus,"2725 W Broad St",0,1,N/A
2404333,"August 30, 2022",Oklahoma,"Oklahoma City (Midwest City)",N/A,0,1,N/A
2403821,"August 29, 2022",Georgia,Thomson,"2nd St",0,1,N/A
2401456,"August 29, 2022",Pennsylvania,Erie,"1345 Lynn St",0,1,N/A
2401387,"August 29, 2022",Minnesota,"Saint Paul","University Ave W and Western Ave N",0,2,N/A
2401613,"August 29, 2022","District of Columbia",Washington,"4400 block of 3rd St",0,1,N/A
2400623,"August 29, 2022",Illinois,Chicago,"8800 block of S Commercial Ave",0,1,N/A
2401110,"August 29, 2022",California,Oakland,"400 Capistrano Dr",0,1,N/A
2401393,"August 28, 2022",Louisiana,"New Orleans","Treasure St and Morrice Duncan Dr",0,2,N/A
2399820,"August 28, 2022","New York",Albany,"Hamilton St and Ontario St",0,6,N/A
2401118,"August 28, 2022",Iowa,"Des Moines","3200 Indianola Ave",0,1,N/A
2403001,"August 28, 2022",Pennsylvania,Philadelphia,"3000 block of W York St",0,1,N/A
2402989,"August 28, 2022",Pennsylvania,Philadelphia,"5800 block of Norfolk St",0,1,N/A
2400076,"August 28, 2022",Pennsylvania,Philadelphia,"Cumberland St and Natrona St",0,1,N/A
2409815,"August 28, 2022",Florida,"Lake Wales","10 W Sessoms Avenue",1,2,N/A
2400841,"August 28, 2022",Texas,Houston,"2218 Place Rebecca Ln",0,1,N/A
2399670,"August 28, 2022",Colorado,Denver,"2731 42nd Ave",1,3,N/A
2401420,"August 28, 2022",Pennsylvania,Pottstown,"100 block of Grant St",1,1,N/A
2399767,"August 28, 2022",Kentucky,Louisville,"3906 Accomack Dr",0,2,N/A
2400693,"August 28, 2022",Florida,Pensacola,"Christine St and Lenora St",0,1,N/A
2400458,"August 28, 2022",California,Fresno,"W Gettysburg Ave and N Polk Ave",0,2,N/A
2400449,"August 28, 2022",California,"Los Angeles","200 block of W 88th Pl",0,1,N/A
2399116,"August 27, 2022",Louisiana,"New Orleans","3300 block of Oliver White Ave",0,1,N/A
2399392,"August 27, 2022",Ohio,Columbus,"E Main St and Seymour Ave",0,1,N/A
2400213,"August 27, 2022",Missouri,"Saint Louis","1000 block of Washington Ave",0,1,N/A
2401210,"August 27, 2022",Maryland,"Halethorpe (Lansdowne)","2900 block of Lakebrook Cir",0,1,N/A
2400179,"August 27, 2022","North Carolina",Greenville,"McClellan St and Brown St",0,2,N/A
2401139,"August 27, 2022",Ohio,Cleveland,"4200 block of Bohn Rd",0,1,N/A
2401020,"August 27, 2022",Ohio,Akron,"Weiser Ave and 28th St SW",0,1,N/A
2400009,"August 27, 2022",Texas,"San Antonio","3700 block of Binz-Engleman Rd",0,2,N/A
2400795,"August 27, 2022","New York",Rochester,N/A,0,1,N/A
2399099,"August 27, 2022",Louisiana,Destrehan,"90 block of Carriage Ln",0,1,N/A
2399083,"August 27, 2022",Louisiana,"Baton Rouge","2080 Lobdell Blvd",0,1,N/A
2402514,"August 27, 2022",Texas,Lubbock,"26th St and University Ave",0,1,N/A
2399545,"August 27, 2022","New York",Rochester,"400 block of Flint St",0,1,N/A
2398692,"August 26, 2022",Illinois,Chicago,"400 block of S Laramie Ave",0,3,N/A
2399373,"August 26, 2022",Pennsylvania,Erie,"E 13th St and Wallace St",0,1,N/A
2401285,"August 26, 2022",Arizona,Phoenix,"64th Dr",0,2,N/A
2398567,"August 26, 2022","New York",Rochester,"516 Campbell St",0,1,N/A
2399093,"August 26, 2022",Pennsylvania,Pittsburgh,"2300 block of Atmore St",0,1,N/A
2399089,"August 26, 2022",Colorado,Aurora,"760 Peoria St",0,1,N/A
2398867,"August 26, 2022",Arkansas,Fayetteville,"2537 N McConnell Ave",0,1,N/A
2399605,"August 26, 2022",California,Stockton,"6200 Block of Porterfield Ct",0,1,N/A
2399779,"August 26, 2022",Florida,"West Palm Beach","5100 block of Caribbean Blvd",1,1,N/A
2399719,"August 26, 2022",Idaho,"Garden City","Midway Dr",0,1,N/A
2398849,"August 26, 2022",Alabama,Huntsville,"2400 block of Medaris Rd",0,1,N/A
2398555,"August 26, 2022","New York","Corona (Queens)","96-07 Roosevelt Ave",0,1,N/A
2398650,"August 25, 2022",Pennsylvania,Erie,"W 29th St and Cherry St",0,1,N/A
2397731,"August 25, 2022",Texas,Houston,"355 Benmar Dr",0,1,N/A
2398561,"August 25, 2022",Georgia,Athens,"300 block of Clayton St",0,1,N/A
2402957,"August 25, 2022",Georgia,Thomson,"Second St",0,1,N/A
2397504,"August 25, 2022",Washington,Spokane,"701 N Chestnut St",0,4,N/A
2399353,"August 25, 2022",Illinois,"East Saint Louis (Cahokia)","100 block of Amelia Dr",0,1,N/A
2396951,"August 24, 2022","District of Columbia",Washington,"14th St NE and Saratoga Ave NE",0,1,N/A
2396803,"August 24, 2022",Illinois,Chicago,"3591 N Milwaukee Ave",0,4,N/A
2397129,"August 24, 2022",Virginia,Hampton,"800 block of Teach St",0,1,N/A
2397052,"August 24, 2022",Tennessee,Memphis,"4907 Airways Blvd",0,2,N/A
2397591,"August 24, 2022",Delaware,Newark,"41 Winterhaven Dr",0,1,N/A
2396937,"August 24, 2022","District of Columbia",Washington,"10 block of Quincy Pl NE",0,3,N/A
2396650,"August 24, 2022",Ohio,Columbus,"5800 block of Yorkland Ct",0,3,N/A
2398045,"August 24, 2022",California,Sacramento,"4000 block of Broadway",0,2,N/A
2397962,"August 23, 2022",Texas,"Port Lavaca","Zimmerman Rd",0,1,N/A
2396831,"August 23, 2022",Virginia,Richmond,"2600 block of Whitcomb St",0,1,N/A
2396833,"August 23, 2022",Illinois,Chicago,"6033 S Vernon Ave",0,2,N/A
2396786,"August 23, 2022",Pennsylvania,Williamsport,"300 block of Louisa St",0,1,N/A
2395847,"August 23, 2022",Illinois,Chicago,"5100 block of W Division St",0,1,N/A
2395840,"August 23, 2022",Illinois,Chicago,"S Cregier Ave and E 71st St",0,1,N/A
2400165,"August 23, 2022",Missouri,"Kansas City","3757 Independence Ave",0,1,N/A
2396095,"August 23, 2022",Wisconsin,Milwaukee,"3000 N Sherman Blvd",0,1,N/A
2396975,"August 23, 2022",California,"Los Angeles","300 block of E 1st St",0,2,N/A
2396376,"August 23, 2022",Florida,Orlando,"4300 block of Texas Ave",0,1,N/A
2396310,"August 23, 2022",Maryland,Baltimore,"1000 block of Bond St",0,2,N/A
2396930,"August 23, 2022",California,"San Pedro","W 1st St and S Mesa St",0,2,N/A
2396111,"August 22, 2022",California,Sacramento,"14th Ave",0,1,N/A
2395136,"August 22, 2022",Illinois,Rockford,"400 block of Oakley St",0,1,N/A
2394967,"August 22, 2022",Illinois,Dekalb,"800 block of S 8th St",0,1,N/A
2395863,"August 22, 2022",Oklahoma,Tulsa,"E Admiral Ct and N Knoxville Ave",0,1,N/A
2394852,"August 22, 2022",Colorado,Denver,"N Downing St and 14th Ave",0,1,N/A
2395690,"August 22, 2022",Texas,"San Antonio","4600 block of Belinda Lee St",0,2,N/A
2394418,"August 22, 2022",Wisconsin,Milwaukee,"2700 block of N 45th St",0,1,N/A
2394534,"August 22, 2022",Louisiana,Eunice,"13th St and Eddie St",0,1,N/A
2398200,"August 22, 2022",Illinois,"East Saint Louis (Cahokia)","100 block of Amelia Dr",0,1,N/A
2395204,"August 22, 2022",Illinois,Chicago,"1508 E 63rd St",0,2,N/A
2393976,"August 21, 2022",Illinois,Bloomington,"900 block of S Wright St",0,1,N/A
2393866,"August 21, 2022",Pennsylvania,Philadelphia,"Glenloch St",0,2,N/A
2394945,"August 21, 2022",Massachusetts,Boston,"57 Stratton St",0,1,N/A
2395494,"August 21, 2022",Texas,Odessa,"E Murphy St and Woodson Ave",0,2,N/A
2396642,"August 21, 2022",Pennsylvania,Williamsport,"2100 block of Boyd St",0,2,N/A
2394341,"August 21, 2022",Washington,Mabton,"Fern St and 6th St",0,2,N/A
