"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2445570,"October 20, 2022","South Carolina",Neeses,"Ninety Six Rd",0,1,N/A
2441519,"October 19, 2022",Florida,"Pensacola (Bellview)","5000 block of Westwind Cir",0,1,N/A
2441502,"October 19, 2022",Ohio,Columbus,"800 block of Wedgewood Dr",0,2,N/A
2440975,"October 18, 2022",Georgia,"Stone Mountain","Village Mainstreet",0,1,N/A
2440143,"October 18, 2022",Kentucky,Louisville,"N 29th St and Montgomery St",0,1,N/A
2440534,"October 18, 2022",Arkansas,Benton,"1309 Country Oaks Dr",2,1,N/A
2439492,"October 17, 2022",Louisiana,"Baton Rouge","1600 block of N 49th St",0,1,N/A
2438742,"October 16, 2022",Louisiana,"Baton Rouge","4000 block of 38th St",0,1,N/A
2439476,"October 16, 2022",Tennessee,"Tracy City",N/A,0,1,N/A
2438885,"October 16, 2022",California,Oroville,"1900 block of Kusel Rd",0,1,N/A
2439067,"October 16, 2022",Maryland,"District Heights (Forestville)","8500 block of Ritchboro Rd",0,1,N/A
2437891,"October 14, 2022",California,Pittsburg,"Davi Ave and Civic Ave",0,2,N/A
2435331,"October 10, 2022","South Carolina",Dillon,US-301,0,2,N/A
2434488,"October 10, 2022","West Virginia",Huntington,"1300 Marcum Terrace",0,1,N/A
2434688,"October 8, 2022",Florida,Callahan,US-1,0,2,N/A
2433105,"October 8, 2022",Georgia,Columbus,"Meade St",0,1,N/A
2433147,"October 8, 2022",Ohio,Columbus,"1800 block of Bruck St",0,1,N/A
2432779,"October 7, 2022",Michigan,Detroit,"Pembroke Ave and Evergreen Rd",0,1,N/A
2430096,"October 4, 2022",Wisconsin,Milwaukee,"N 21st St and W Keefe Ave",0,3,N/A
2430964,"October 4, 2022","North Carolina","Winston Salem (Winston-salem)","Peace Ct and Hope Ln",0,1,N/A
2428744,"October 2, 2022",Illinois,Chicago,"10809 S State St",0,1,N/A
2428821,"October 2, 2022",Ohio,Columbus,"1600 block of Kenmore Rd",0,1,N/A
2428607,"October 2, 2022",Maryland,"District Heights","5644 Silver Hill Rd",0,1,N/A
2429047,"October 2, 2022",Arizona,Phoenix,"7215 W Vineyard Rd",0,1,N/A
2428997,"October 2, 2022",Louisiana,"New Orleans","S Claiborne Ave and General Taylor St",0,1,N/A
2427775,"September 30, 2022",Oklahoma,Tulsa,"4929 N Peoria Ave",1,3,N/A
2427627,"September 29, 2022","New York",Newburgh,"100 Washington St",1,1,N/A
2426028,"September 28, 2022",Indiana,Avon,"7300 block of Glensford Dr",0,2,N/A
2426057,"September 28, 2022","North Carolina","Roanoke Rapids","262 Premier Blvd",0,1,N/A
2426182,"September 28, 2022","New York",Rochester,"800 block of N Clinton Ave",0,1,N/A
2426382,"September 28, 2022",Alabama,Uniontown,"100-104 Birch Rd",0,5,N/A
2425154,"September 27, 2022",Illinois,Joliet,"300 block of S Comstock St",0,1,N/A
2432231,"September 27, 2022",Mississippi,Mccomb,"522 Summit St",0,1,N/A
2425344,"September 27, 2022",Georgia,Macon,"Wren Ave",0,1,N/A
2424532,"September 25, 2022",Illinois,Joliet,"500 block of Bellarmine Drive W",0,1,N/A
2423078,"September 24, 2022",Pennsylvania,Philadelphia,"2200 block of N 20th St",0,1,N/A
2421319,"September 22, 2022",Michigan,Eastpointe,"Gratiot Ave and 8 Mile",0,1,N/A
2421780,"September 22, 2022",Pennsylvania,Philadelphia,"1500 block of N 13th St",0,2,N/A
2420293,"September 20, 2022",Mississippi,Laurel,"101 Lone Oak Dr",0,1,N/A
2420438,"September 20, 2022",Texas,Austin,"1300 block of E 3rd St",0,1,N/A
2420073,"September 19, 2022",Arizona,Phoenix,"27th Ave and Van Buren St",0,1,N/A
2418788,"September 19, 2022",Ohio,Cleveland,"1500 block of Crawford Ave",0,2,N/A
2418107,"September 18, 2022",Texas,"San Antonio","7000 block of Hallie Spirit",0,1,N/A
2417208,"September 17, 2022",Georgia,Lagrange,"119 Old Airport Rd",0,1,N/A
2417788,"September 17, 2022",Arizona,Tucson,"1500 block of S Columbus Blvd",0,1,N/A
2419446,"September 17, 2022","New York",Webster,"93 Kircher Park",0,2,N/A
2416596,"September 16, 2022",Oklahoma,"Oklahoma City","SW 40th St and S Golf Ave",0,2,N/A
2416921,"September 16, 2022",Illinois,Chicago,"4200 block of W Cermak Rd",0,1,N/A
2416806,"September 16, 2022",Illinois,Chicago,"1000 block of E 93rd St",0,1,N/A
2415234,"September 14, 2022",Pennsylvania,Pittsburgh,"2841 Centre Ave",0,2,N/A
2415456,"September 14, 2022",Illinois,Chicago,"3600 block of S Rhodes Ave",0,1,N/A
2415459,"September 14, 2022",Illinois,Chicago,"700 block of 93rd St",0,1,N/A
2414884,"September 13, 2022",Mississippi,Pontotoc,"Wise Bend Rd",0,1,N/A
2413056,"September 12, 2022",Missouri,"Saint Louis","4000 block of Palm St",0,2,N/A
2413604,"September 12, 2022",Oklahoma,"Oklahoma City","2145 SW 60th St",1,1,N/A
2414989,"September 12, 2022",Virginia,Rhoadesville,"25000 block of Constitution Hwy",0,1,N/A
2413666,"September 10, 2022",Georgia,Moultrie,"Old Adel Rd",0,2,N/A
2411760,"September 9, 2022","North Carolina","Rocky Mount","1400 block of Humphrey Dr",0,1,N/A
2410238,"September 8, 2022",Arkansas,"Little Rock","I-430 and Stagecoach Rd",0,2,N/A
2409246,"September 7, 2022",Alabama,Birmingham,"4100 block of Messer-Airport Hwy",0,1,N/A
2409197,"September 7, 2022",Tennessee,Chattanooga,N/A,0,2,N/A
2409289,"September 7, 2022",Georgia,Columbus,"4679 Buena Vista Rd",0,1,N/A
2408013,"September 6, 2022",Tennessee,Memphis,"4286 Macon Rd",0,2,N/A
2409928,"September 6, 2022",Texas,Killeen,"5700 block of Chuckwagon Cir",0,1,N/A
2407309,"September 5, 2022",Texas,"San Antonio","7300 block of Potranco Rd",0,3,N/A
2407906,"September 5, 2022",Alabama,Mobile,N/A,0,1,N/A
2406575,"September 4, 2022",Texas,Houston,"9701 Meyers Forest Dr",0,1,N/A
2406353,"September 4, 2022",Maryland,"Lexington Park","21500 block of Old Missouri Ave",0,1,N/A
2406453,"September 4, 2022",Maryland,Lanham,"9971 Good Luck Rd",0,1,N/A
2405922,"September 3, 2022",Florida,Tampa,"8300 block of 17th St",0,2,N/A
2405977,"September 3, 2022",Texas,"San Antonio","8000 Midcrown Dr",0,2,N/A
2405248,"September 2, 2022",California,Lindsay,"CA-65 and Ave 208",0,1,N/A
2404316,"September 1, 2022",Tennessee,Hixson,"5423 Cassandra Smith Rd",0,2,N/A
2404834,"September 1, 2022",Wisconsin,Milwaukee,"N 95th St and W Thurston Ave",0,1,N/A
2406225,"September 1, 2022",Florida,"Apollo Beach","6000 block of Sunsail Place",0,1,N/A
2404500,"September 1, 2022",Pennsylvania,Philadelphia,"50 block of E Penn St",0,1,N/A
2403051,"August 30, 2022",California,Oakland,"I-580 and Fruitvale Ave",0,1,N/A
2402651,"August 29, 2022","North Carolina",Charlotte,"7120 Wallace Rd",0,1,N/A
2401683,"August 29, 2022",Florida,Tampa,"13835 Heritage Club Dr",1,1,N/A
2400260,"August 28, 2022",Pennsylvania,Philadelphia,"5000 block of Rising Sun Ave",0,1,N/A
2400239,"August 28, 2022",Texas,"Fort Worth","8512 Steel Dust Dr",2,1,N/A
2400742,"August 28, 2022",Texas,Dallas,"1200 block of Carbona Dr",0,1,N/A
2400359,"August 28, 2022",California,Fresno,"N Jackson Ave and E Pine Ave",0,1,N/A
2399447,"August 27, 2022","South Carolina",Charleston,"Jackson St",0,1,N/A
2399682,"August 26, 2022",Michigan,Portage,"Oakland Dr and I-94",1,2,N/A
2397630,"August 25, 2022",Texas,Houston,"9200 block of Veterans Memorial Dr",0,1,N/A
2397246,"August 24, 2022",Ohio,Youngstown,"300 block of E Avondale Ave",0,1,N/A
2396829,"August 24, 2022",Virginia,Richmond,"1903 Hopkins Rd",0,1,N/A
2396825,"August 23, 2022",Virginia,Lynchburg,"3145 Campbell Ave",0,1,N/A
2399634,"August 23, 2022",Alabama,"Birmingham (Tarrant)","Thomason Ave and Waverly St",0,1,N/A
2396118,"August 22, 2022",Indiana,Indianapolis,"5300 block of Winterberry Dr",0,1,N/A
2395209,"August 22, 2022",Illinois,Chicago,"7400 block of S Loomis Blvd",0,3,N/A
2395181,"August 22, 2022",Minnesota,Minneapolis,"E 24th St and 18th Ave S",0,1,N/A
2393278,"August 20, 2022",Pennsylvania,Philadelphia,"200 block of Collom St",0,1,N/A
2393283,"August 20, 2022",Illinois,Chicago,"W 72nd St and S Racine Ave",0,1,N/A
2393063,"August 19, 2022","North Carolina",Gastonia,"1200 block of W Fourth Ave",0,1,N/A
2395276,"August 19, 2022",Alabama,Decatur,"Auburn Dr and Resnick Dr SW",0,1,N/A
2391657,"August 18, 2022",Georgia,Macon,"2345 Danbury Dr",0,1,N/A
2390286,"August 17, 2022",Illinois,Chicago,"6158 S Vernon Ave",0,1,N/A
2390341,"August 17, 2022",Wisconsin,Milwaukee,"3000 block of N 10th St",0,1,N/A
2390962,"August 17, 2022",Arkansas,"Little Rock","16th St and Fillmore St",0,2,N/A
2389867,"August 16, 2022",Missouri,Rosebud,"400 block of Crystal Ln",0,1,N/A
2391005,"August 16, 2022",Washington,Tacoma,"1300 block of S 8th St",0,3,N/A
2389498,"August 15, 2022",Ohio,Columbus,"600 block of E 2nd Ave",0,1,N/A
2388296,"August 15, 2022","South Carolina",Lancaster,"2901 Pardue St",0,1,N/A
2385448,"August 12, 2022",Pennsylvania,Philadelphia,"1600 block of W Glenwood Ave",0,1,N/A
2385468,"August 12, 2022",Indiana,Indianapolis,"E 30th St and N Post Rd",0,1,N/A
2386026,"August 12, 2022",Ohio,Columbus,"744 Doulton Ct",0,1,N/A
2386323,"August 11, 2022",Pennsylvania,Harrisburg,"4900 block of Cumberland St",0,2,N/A
2385287,"August 11, 2022",Texas,Midland,"800 block of S Midkiff Rd",0,2,N/A
2385315,"August 11, 2022",Texas,"Wichita Falls","2200 3rd St",0,1,N/A
2384071,"August 10, 2022","District of Columbia",Washington,"1300 block of Southern Ave SE",0,1,N/A
2385910,"August 10, 2022",Maryland,"Prince Georges (county)",N/A,0,1,N/A
2384518,"August 10, 2022",Texas,Dallas,"13000 block of C F Hawn Fwy",0,1,N/A
2383924,"August 9, 2022",Tennessee,Taft,"934 Ardmore Hwy",0,3,N/A
2384184,"August 9, 2022",Michigan,Eastpointe,"16000 block of Juliana Ave",0,1,N/A
2381782,"August 8, 2022",Arizona,Phoenix,"S 19th Ave and W Vineyard Rd",0,1,N/A
2382675,"August 8, 2022","District of Columbia",Washington,"700 block of 18th St NE",0,2,N/A
2383496,"August 8, 2022",Louisiana,"Breaux Bridge","Dorset St",0,2,N/A
2382537,"August 8, 2022",Florida,Hialeah,N/A,0,1,N/A
2382024,"August 8, 2022","South Carolina",Columbia,"Cindy Dr",0,1,N/A
2381053,"August 7, 2022",Louisiana,"Baton Rouge","2800 block of Madison Ave",0,3,N/A
2381321,"August 7, 2022",Georgia,Atlanta,"477 Windsor St SW",2,4,N/A
2380935,"August 6, 2022",Florida,Hialeah,"W 49th St and NW 10th Ave",0,1,N/A
2380204,"August 5, 2022","New Mexico","Las Cruces","Amador Ave and Valley Dr",0,1,N/A
2379994,"August 5, 2022",Tennessee,Memphis,"400 block of S Lauderdale St",0,1,N/A
2378515,"August 4, 2022",Michigan,Detroit,"9000 block of Littlefield St",0,1,N/A
2377728,"August 3, 2022",Georgia,Atlanta,"500 Peters St SW",0,1,N/A
2378545,"August 3, 2022",Ohio,Mansfield,"300 block of S Diamond St",0,3,N/A
2378028,"August 3, 2022",Ohio,"Canal Winchester","3700 block of Center Ridge Way",0,2,N/A
2376533,"August 2, 2022",Michigan,Detroit,"Witt St and Lawndale St",0,2,N/A
2376737,"August 1, 2022",Missouri,"Saint Louis","4300 block of Michigan Ave",0,1,N/A
2376400,"August 1, 2022",Louisiana,"Baton Rouge","4000 block of Sherwood St",0,2,N/A
2374846,"July 31, 2022",Pennsylvania,Philadelphia,"Ontario St and Emerald St",0,2,N/A
2375263,"July 31, 2022",California,Oakland,"4351 Broadway",0,3,N/A
2374975,"July 30, 2022",Illinois,Champaign,"1100 block of N 3rd St",0,2,N/A
2374875,"July 30, 2022",Wisconsin,Poynette,"231 W Seward St",0,1,N/A
2375430,"July 30, 2022","New Mexico",Chaparral,"700 block of Sunny Sands Dr",0,1,N/A
2374029,"July 30, 2022",Pennsylvania,"Coatesville (West Bradford)","3925 Lincoln Ave",0,1,N/A
2371477,"July 27, 2022",Pennsylvania,Philadelphia,"200 block of East Armstrong St",0,1,N/A
2371821,"July 27, 2022",Missouri,Springfield,"1900 block of S Glenstone Ave",0,1,N/A
2371131,"July 27, 2022",Ohio,Euclid,"1511 E 195th St",0,1,N/A
2371310,"July 26, 2022",Ohio,Lima,"W Spring St and S Cole St",0,2,N/A
2368831,"July 25, 2022",Florida,Homestead,"957 SW 6th Pl",0,2,N/A
2368174,"July 24, 2022",Wisconsin,Milwaukee,"2409 N 49th St",0,1,N/A
2368571,"July 24, 2022",Texas,"Balch Springs","I-20 W and Beltline Rd",0,1,N/A
2367564,"July 23, 2022",Georgia,Lithonia,"1800 block of Harmony Hill Ct",1,1,N/A
2366973,"July 22, 2022",Florida,Plantation,"5000 block of NW 11th St",0,1,N/A
2370730,"July 22, 2022",California,"San Bernardino","1300 block of N Herrington Ave",0,2,N/A
2366802,"July 22, 2022",Missouri,Sedalia,"1600 block of W 9th St",0,1,N/A
2366691,"July 22, 2022",Tennessee,Memphis,"Reese Rd and Southern Ave",0,1,N/A
2366118,"July 21, 2022",Alabama,Dothan,"400 block of Mona Dr",0,1,N/A
2366585,"July 21, 2022",Missouri,"Saint Louis","5900 block of Lalite Ave",0,1,N/A
2366355,"July 21, 2022",Pennsylvania,Philadelphia,"4500 block of N 13th St",0,1,N/A
2366311,"July 21, 2022",Washington,Tacoma,"1500 block of Ridgeway Ave",0,1,N/A
2367125,"July 21, 2022",Louisiana,Zachary,"Shaffett Ln",0,1,N/A
2366338,"July 21, 2022",Texas,"San Antonio","800 block of Timilo Dr",0,3,N/A
2367426,"July 20, 2022",Louisiana,Zachary,"Shaffett Lane",0,1,N/A
2365830,"July 20, 2022",Kansas,Wichita,"1600 block of S Longford",0,1,N/A
2366178,"July 20, 2022",Georgia,"Fort Valley","1105 Edwards St",1,1,N/A
2364737,"July 19, 2022",Illinois,Peoria,"N Frink St and W Main St",0,1,N/A
2364159,"July 19, 2022",Texas,Alvin,"17700 block of Elizabeth St",0,1,N/A
2363682,"July 19, 2022",Pennsylvania,Pittsburgh,"2900 block of Zephyr Ave",0,2,N/A
2363197,"July 18, 2022",Ohio,"Maple Heights","Libby Rd and Thomas St",0,1,N/A
2363474,"July 18, 2022","New York",Dunkirk,"Bennett Rd",0,3,N/A
2363069,"July 18, 2022",Georgia,Cochran,"137 Lucas Rd",1,1,N/A
2362835,"July 17, 2022",Florida,Jacksonville,"1700 San Pablo Rd S",0,2,N/A
2362278,"July 17, 2022",Alabama,"Robertsdale (Gateswood)","Happy Hollow Rd and Wilcox Rd",0,1,N/A
2363530,"July 16, 2022",Washington,Tacoma,"1400 block of S 92nd St",0,1,N/A
2362401,"July 16, 2022","North Carolina",Lumberton,"9000 block of NC-211",0,2,N/A
2359619,"July 14, 2022","South Carolina","West Union","Taylor Rd",0,1,N/A
2359886,"July 13, 2022",Louisiana,Monroe,"3000 block of Gordon Ave",0,1,N/A
2358938,"July 13, 2022",Pennsylvania,Philadelphia,"Wyalusing Ave and N Creighton St",0,4,N/A
2359084,"July 13, 2022",Florida,Orlando,"5700 block of Gatlin Ave",0,1,N/A
2358987,"July 13, 2022",Louisiana,"New Orleans","5900 block of Bullard Ave",0,1,N/A
2358789,"July 12, 2022",Texas,"San Antonio","2316 S Laredo St",0,2,N/A
2358300,"July 12, 2022",Nevada,"Las Vegas","4765 Monterrey Ave",1,1,N/A
2359059,"July 12, 2022",Mississippi,Jackson,"Bienville Dr",0,2,N/A
2358227,"July 12, 2022",Louisiana,"New Orleans","3900 Dublin St",0,1,N/A
2358053,"July 11, 2022",Mississippi,Jackson,"Fairway St and Suncrest Dr",0,4,N/A
2356994,"July 11, 2022",Alabama,"Birmingham (Ensley)","1444 30th St",0,1,N/A
2355823,"July 10, 2022",Michigan,Detroit,"Alcoy Ave and Fairmount Dr",0,1,N/A
2356982,"July 8, 2022",Michigan,Flint,"1324 W Court St",0,1,N/A
2354155,"July 8, 2022",Michigan,"Grand Rapids","800 block of Wealthy St SE",0,2,N/A
2357612,"July 8, 2022",Missouri,Sedalia,"109 E Howard St",0,2,N/A
2353728,"July 7, 2022",Arkansas,Wynne,"Fitzhugh Cir",0,1,N/A
2354723,"July 6, 2022",Connecticut,Waterbury,"1873 N Main St",0,1,N/A
2350732,"July 4, 2022",Indiana,Indianapolis,"Arlington Ave.",0,3,N/A
2348384,"July 4, 2022",Illinois,"Highland Park","Central Ave and 2nd St",8,29,N/A
2350594,"July 4, 2022",California,Oakland,"7000 Coliseum Way",0,6,N/A
2350478,"July 4, 2022",California,Oakland,"2500 block of 26th Ave",0,1,N/A
2350042,"July 4, 2022",Wisconsin,Kenosha,"5501 Ring Rd",0,1,N/A
2350026,"July 4, 2022",Illinois,Chicago,"4300 block of W Crystal St",0,1,N/A
2349815,"July 4, 2022",Florida,"Fort Lauderdale (Lauderhill)","NW 56th Ave and Sunrise Blvd",0,1,N/A
2348332,"July 4, 2022",Delaware,Wilmington,"2300 block of N Pine St",0,2,N/A
2353756,"July 4, 2022",Mississippi,Jackson,"Tara Rd",0,1,N/A
2347434,"July 3, 2022",Texas,Houston,"13500 block of Northborough Dr",1,1,N/A
2348259,"July 3, 2022",Illinois,Chicago,"600 block of W Englewood Ave",0,1,N/A
2346865,"July 2, 2022",Virginia,Petersburg,"120 Perry St",1,2,N/A
2348119,"July 2, 2022",Connecticut,"New Haven","Judith Ter and Quinnipiac Ave",0,2,N/A
2347380,"July 2, 2022",Wisconsin,Milwaukee,"2361 N 52nd St",0,1,N/A
2348432,"July 2, 2022",Georgia,Folkston,"Mainor Dr",0,2,N/A
2347297,"July 2, 2022","North Carolina",Clinton,"506 Stetson St",0,6,N/A
2345243,"June 30, 2022",Georgia,Atlanta,N/A,0,1,N/A
2345446,"June 29, 2022",Wyoming,Gillette,"Mackey Rd",0,1,N/A
2343110,"June 28, 2022","New York",Buffalo,"Decker St and Olympic Ave",0,2,N/A
2342995,"June 28, 2022",Illinois,"Forest Park","200 block of Circle Ave",0,1,N/A
2343078,"June 28, 2022",Indiana,Indianapolis,"6313 W 56th St",0,1,N/A
2341908,"June 27, 2022",Michigan,Flint,"5400 block of Clubok Dr",0,2,N/A
2341725,"June 27, 2022","North Carolina",Charlotte,"2000 block of Holly St",0,5,N/A
2342363,"June 27, 2022",Missouri,"Kansas City","E 33rd St and Indiana Ave",0,3,N/A
2342949,"June 27, 2022",Maryland,"Fort Washington","2000 block of Frontier Ct",0,2,N/A
2341383,"June 26, 2022",Florida,Pensacola,"3114 Doctor MLK Jr Dr",1,1,N/A
2340941,"June 26, 2022",Texas,Wharton,"2500 Junior College Blvd",0,2,N/A
2340297,"June 25, 2022","New York",Brooklyn,"690 Quincy St",0,4,N/A
2340309,"June 25, 2022","North Carolina",Charlotte,"7100 block of Wallace Rd",1,1,N/A
2339956,"June 25, 2022",Texas,"San Antonio","4800 block of Ray Bon Dr",0,2,N/A
2336313,"June 21, 2022",Connecticut,Waterbury,"99 Pinecrest Dr",0,1,N/A
2336469,"June 21, 2022",Virginia,Portsmouth,"10 block of Merrimac Dr",0,1,N/A
2336413,"June 21, 2022",Louisiana,Baker,"2300 block of Ray Weiland Dr",0,1,N/A
2337864,"June 21, 2022",Kansas,Wichita,"3300 block of S Fern St",0,1,N/A
2337885,"June 21, 2022",Washington,Kirkland,"11700 block of NE 150th Pl",0,3,N/A
2338272,"June 20, 2022",Indiana,Gary,"6200 block of Melton Rd",0,3,N/A
2336102,"June 20, 2022",Delaware,Wilmington,"300 block of S Jackson St",0,3,N/A
2335126,"June 20, 2022",Illinois,Chicago,"8600 block of S Halsted St",0,1,N/A
2379757,"June 19, 2022","South Carolina",Elgin,"1476 McGee St",0,1,N/A
2336374,"June 19, 2022",Illinois,"East Saint Louis","N 15th St and E Broadway",1,1,N/A
2334635,"June 19, 2022",Ohio,Cincinnati,"7076 Glenmeadow Ln",0,1,N/A
2333836,"June 17, 2022",Georgia,Brunswick,"2500 Block of Ellis St",0,1,N/A
2332645,"June 16, 2022","North Carolina",Goldsboro,"900 block of Hugh St",0,1,N/A
2332647,"June 16, 2022",Illinois,Chicago,"4000 block of W 26th St",0,1,N/A
2333379,"June 16, 2022","South Carolina",Greenville,"300 Furman Hall Rd",0,1,N/A
2332025,"June 14, 2022","South Carolina","Port Royal","Grober Hill Rd",0,1,N/A
2329019,"June 13, 2022",Missouri,"Saint Louis","3500 block of S Spring Ave",0,2,N/A
2329997,"June 13, 2022",Mississippi,Lauderdale,"7751 J O Thomas Rd",0,2,N/A
2328881,"June 12, 2022",Kentucky,Lexington,"1800 block of Balfour Dr",0,1,N/A
